,Text,Type
385,amazon cloudwatch,SKILL
386,document management system,SKILL
387,speech processing,SKILL
388,kanban tool,SKILL
389,model checking,SKILL
390,vuepress,SKILL
391,petri net,SKILL
392,electroencephalography,SKILL
393,file format,SKILL
394,visual programming language,SKILL
395,flat panel display,SKILL
396,certificate,SKILL
397,zookeeper,SKILL
398,monitoring aggregation,SKILL
399,mapbox,SKILL
400,pattern recognition,SKILL
401,google bigquery,SKILL
402,apiary,SKILL
403,ember,SKILL
404,cloud firestore,SKILL
405,contingency table,SKILL
406,bourbon,SKILL
407,customer analytics,SKILL
408,reliability engineering,SKILL
409,network congestion,SKILL
410,blockchain,SKILL
411,open source service discovery,SKILL
412,cross platform mobile development,SKILL
413,built-in self-test,SKILL
414,reverse engineering,SKILL
415,data science,SKILL
416,sauce labs,SKILL
417,ajax,SKILL
418,redux js,SKILL
419,nim,SKILL
420,streams,SKILL
421,strips,SKILL
422,fullstory,SKILL
423,intercom,SKILL
424,mutual exclusion,SKILL
425,riot,SKILL
426,virtualbox,SKILL
427,domain knowledge,SKILL
428,programming paradigm,SKILL
429,data integration,SKILL
430,github enterprise,SKILL
431,dempster–shafer theory,SKILL
432,sourcetree,SKILL
433,digital radio,SKILL
434,abstract interpretation,SKILL
435,biochemical engineering,SKILL
436,sonar,SKILL
437,international trade,SKILL
438,meteor,SKILL
439,aws elastic load balancing elb,SKILL
440,business intelligence,SKILL
441,twitter,SKILL
442,zepto,SKILL
443,pubnub,SKILL
444,adaptive system,SKILL
445,issue tracking,SKILL
446,koa,SKILL
447,microcomputer,SKILL
448,gradient descent,SKILL
449,distributed file system,SKILL
450,automotive engineering,SKILL
451,stack overflow,SKILL
452,javascript utilities & libraries,SKILL
453,mongodb atlas,SKILL
454,real-time operating system,SKILL
455,agricultural engineering,SKILL
456,browserify,SKILL
457,active appearance model,SKILL
458,multimedia,SKILL
459,patent visualisation,SKILL
460,big data,SKILL
461,yarn,SKILL
462,tree structure,SKILL
463,ai,SKILL
464,table information,SKILL
465,minification,SKILL
466,combinatorial optimization,SKILL
467,load balancer / reverse proxy,SKILL
468,comprehension,SKILL
469,search engines,SKILL
470,enterprise system,SKILL
471,remote procedure call,SKILL
472,transition system,SKILL
473,jquery ui,SKILL
474,knowledge extraction,SKILL
475,rancher,SKILL
476,inspec,SKILL
477,top down and bottom up design,SKILL
478,insomnia rest client,SKILL
479,redash,SKILL
480,nomad,SKILL
481,snowflake,SKILL
482,ml,SKILL
483,rails,SKILL
484,uppy,SKILL
485,nuxt,SKILL
486,workload,SKILL
487,higher order statistics,SKILL
488,paw,SKILL
489,material design,SKILL
490,dart,SKILL
491,livereload,SKILL
492,realtime backend   api,SKILL
493,thread computing,SKILL
494,feature vector,SKILL
495,lambda calculus,SKILL
496,aws codedeploy,SKILL
497,internet of things hardware,SKILL
498,namecheap,SKILL
499,cluster analysis,SKILL
500,kong,SKILL
501,scanner,SKILL
502,openlayers,SKILL
503,deductive database,SKILL
504,web app,SKILL
505,release,SKILL
506,wireless ad hoc network,SKILL
507,gaussian process,SKILL
508,latent dirichlet allocation,SKILL
509,source code,SKILL
510,rest api,SKILL
511,google drive,SKILL
512,generalized linear model,SKILL
513,data processing,SKILL
514,training set,SKILL
515,json,SKILL
516,sql,SKILL
517,client–server model,SKILL
518,brightness,SKILL
519,noisy data,SKILL
520,terminal,SKILL
521,bibliometrics,SKILL
522,first class,SKILL
523,nexmo,SKILL
524,material ui,SKILL
525,civil engineering,SKILL
526,data science tools,SKILL
527,knowledge management,SKILL
528,operational transformation,SKILL
529,control reconfiguration,SKILL
530,encoding memory,SKILL
531,information model,SKILL
532,helm,SKILL
533,computer aided software engineering,SKILL
534,mastodon,SKILL
535,chrome,SKILL
536,infrastructure build tools,SKILL
537,knowledge representation and reasoning,SKILL
538,data reduction,SKILL
539,query languages,SKILL
540,docker compose,SKILL
541,segment,SKILL
542,location based service,SKILL
543,stylus,SKILL
544,godaddy,SKILL
545,f#,SKILL
546,backbone.js,SKILL
547,angular 2,SKILL
548,application hosting,SKILL
549,communication complexity,SKILL
550,core network,SKILL
551,hugo,SKILL
552,analytics,SKILL
553,codacy,SKILL
554,fossa,SKILL
555,natural language processing,SKILL
556,web service,SKILL
557,front end,SKILL
558,cross-validation,SKILL
559,cloud9 ide,SKILL
560,lottie,SKILL
561,windows,SKILL
562,sublime text,SKILL
563,rabbitmq,SKILL
564,ethereum,SKILL
565,airflow,SKILL
566,design for testing,SKILL
567,cloud hosting,SKILL
568,gitbucket,SKILL
569,elixir,SKILL
570,skype,SKILL
571,floating point,SKILL
572,woopra,SKILL
573,activity recognition,SKILL
574,linux,SKILL
575,cloudinary,SKILL
576,ionic,SKILL
577,correlation coefficient,SKILL
578,local search optimization,SKILL
579,low-pass filter,SKILL
580,containers as a service,SKILL
581,aerospace engineering,SKILL
582,data retrieval,SKILL
583,information extraction,SKILL
584,hbase,SKILL
585,karma,SKILL
586,android studio,SKILL
587,erlang,SKILL
588,laravel,SKILL
589,angular,SKILL
590,keyword extraction,SKILL
591,amazon redshift,SKILL
592,search as a service,SKILL
593,appveyor,SKILL
594,reactiveui,SKILL
595,information integration,SKILL
596,azure websites,SKILL
597,intelligent network,SKILL
598,babel,SKILL
599,rule of thumb,SKILL
600,structural equation modeling,SKILL
601,persistence computer science,SKILL
602,react,SKILL
603,findability,SKILL
604,morphology linguistics,SKILL
605,squarespace,SKILL
606,system testing,SKILL
607,discrete event simulation,SKILL
608,mobile continuous integration,SKILL
609,artificial neural network,SKILL
610,data modeling,SKILL
611,parcel,SKILL
612,lua,SKILL
613,liquid crystal display,SKILL
614,data manipulation language,SKILL
615,network topology,SKILL
616,slim,SKILL
617,decision problem,SKILL
618,ecommerce,SKILL
619,heroku ci,SKILL
620,mattermost,SKILL
621,natural deduction,SKILL
622,opensuse,SKILL
623,jasmine,SKILL
624,kendo ui,SKILL
625,cataloging,SKILL
626,caddy,SKILL
627,geospatial analysis,SKILL
628,image segmentation,SKILL
629,logrocket,SKILL
630,fabric,SKILL
631,geotagging,SKILL
632,in memory databases,SKILL
633,communications sdk,SKILL
634,aws codepipeline,SKILL
635,web mining,SKILL
636,formal verification,SKILL
637,google cloud bigtable,SKILL
638,fingerprint,SKILL
639,mvvmcross,SKILL
640,object oriented programming,SKILL
641,css pre-processors   extensions,SKILL
642,control flow,SKILL
643,druid,SKILL
644,hough transform,SKILL
645,virtualization platform,SKILL
646,speaker recognition,SKILL
647,microdata html,SKILL
648,duplicate content,SKILL
649,gitkraken,SKILL
650,node.js,SKILL
651,chartbeat,SKILL
652,discrete cosine transform,SKILL
653,swift,SKILL
654,canonical correlation,SKILL
655,secret sharing,SKILL
656,line-of-sight,SKILL
657,time to market,SKILL
658,apache maven,SKILL
659,telecommunications network,SKILL
660,assets and media,SKILL
661,ibm db2,SKILL
662,unity,SKILL
663,geoparsing,SKILL
664,web crawler,SKILL
665,arduino,SKILL
666,browserstack,SKILL
667,synthetic aperture radar,SKILL
668,cdnjs,SKILL
669,hybrid system,SKILL
670,netty,SKILL
671,online public access catalog,SKILL
672,fastly,SKILL
673,moving average,SKILL
674,peak signal-to-noise ratio,SKILL
675,asana,SKILL
676,sma*,SKILL
677,chemometrics,SKILL
678,group chat & notifications,SKILL
679,highcharts,SKILL
680,motion estimation,SKILL
681,voice and sms,SKILL
682,database transaction,SKILL
683,clicky,SKILL
684,nosql database as a service,SKILL
685,optical disc,SKILL
686,engagement/lifecycle marketing,SKILL
687,grape,SKILL
688,computational mathematics,SKILL
689,real time communication,SKILL
690,text box,SKILL
691,multi user,SKILL
692,codec,SKILL
693,geometric modeling,SKILL
694,concourse,SKILL
695,agile project management,SKILL
696,grunt,SKILL
697,hash function,SKILL
698,nuclear engineering,SKILL
699,realtime backend / api,SKILL
700,text retrieval conference,SKILL
701,waste management,SKILL
702,support vector machine,SKILL
703,mongodb stitch,SKILL
704,pose,SKILL
705,gitlab pages,SKILL
706,image registration,SKILL
707,composite number,SKILL
708,codebook,SKILL
709,encryption,SKILL
710,self-management,SKILL
711,network simulation,SKILL
712,image quality,SKILL
713,google cloud pub sub,SKILL
714,active networking,SKILL
715,cellular network,SKILL
716,vector space model,SKILL
717,spatial analysis,SKILL
718,mean shift,SKILL
719,monitoring tools,SKILL
720,wix,SKILL
721,js build tools   js task runners,SKILL
722,standard ml,SKILL
723,read only memory,SKILL
724,3d reconstruction,SKILL
725,enterprise information security architecture,SKILL
726,angularjs,SKILL
727,object-oriented programming,SKILL
728,reinforcement learning,SKILL
729,openresty,SKILL
730,overlay network,SKILL
731,communications protocol,SKILL
732,point spread function,SKILL
733,network performance,SKILL
734,object document mapper odm,SKILL
735,matlab,SKILL
736,bash,SKILL
737,google maps,SKILL
738,amazon api gateway,SKILL
739,level set,SKILL
740,forums,SKILL
741,automaton,SKILL
742,laravel homestead,SKILL
743,document processing,SKILL
744,ngrok,SKILL
745,fedora,SKILL
746,network security,SKILL
747,distance transform,SKILL
748,regular language,SKILL
749,canonical model,SKILL
750,secure communication,SKILL
751,computer data storage,SKILL
752,layout engine,SKILL
753,image processing and management,SKILL
754,wercker,SKILL
755,macos,SKILL
756,aspect-oriented programming,SKILL
757,abstract machine,SKILL
758,visual studio,SKILL
759,jenkins,SKILL
760,programming & code analytics,SKILL
761,application utilities,SKILL
762,metis,SKILL
763,reliability computer networking,SKILL
764,dropwizard,SKILL
765,stemming,SKILL
766,emotion recognition,SKILL
767,es6,SKILL
768,mobx,SKILL
769,econometric model,SKILL
770,ratchet,SKILL
771,spread spectrum,SKILL
772,growbag,SKILL
773,composite index,SKILL
774,formal language,SKILL
775,kibana,SKILL
776,stereopsis,SKILL
777,erasure code,SKILL
778,nitrous.io,SKILL
779,computer program,SKILL
780,information seeking,SKILL
781,flip flop,SKILL
782,complex system,SKILL
783,multispectral image,SKILL
784,embedded system,SKILL
785,trello,SKILL
786,heroku postgres,SKILL
787,requirejs,SKILL
788,wireframing,SKILL
789,self management,SKILL
790,natural language,SKILL
791,visual cortex,SKILL
792,composer,SKILL
793,haskell,SKILL
794,computer architecture,SKILL
795,dynamic time warping,SKILL
796,anomaly detection,SKILL
797,parse-server,SKILL
798,readme io,SKILL
799,tree automaton,SKILL
800,slack,SKILL
801,gogs,SKILL
802,emotion,SKILL
803,aurelia,SKILL
804,sails.js,SKILL
805,multidimensional analysis,SKILL
806,patent classification,SKILL
807,tf–idf,SKILL
808,pulse signal processing,SKILL
809,file system,SKILL
810,neural coding,SKILL
811,game engine,SKILL
812,front end package manager,SKILL
813,mobile database,SKILL
814,snyk,SKILL
815,latent semantic indexing,SKILL
816,cypress,SKILL
817,codeigniter,SKILL
818,amazon vpc,SKILL
819,drone io,SKILL
820,front end frameworks,SKILL
821,amazon ec2,SKILL
822,random access,SKILL
823,computer graphics images,SKILL
824,performance prediction,SKILL
825,hybrid algorithm,SKILL
826,k d tree,SKILL
827,read write memory,SKILL
828,aws fargate,SKILL
829,symfony,SKILL
830,type inference,SKILL
831,ir evaluation,SKILL
832,nlp,SKILL
833,load balancing computing,SKILL
834,oxygene,SKILL
835,lumen,SKILL
836,coffeescript,SKILL
837,mysql,SKILL
838,azure storage,SKILL
839,coordinate system,SKILL
840,process management,SKILL
841,opengl,SKILL
842,ubuntu,SKILL
843,fabric by twitter,SKILL
844,signal processing,SKILL
845,docker swarm,SKILL
846,chemical engineering,SKILL
847,digital signature,SKILL
848,communications system,SKILL
849,virtual machine,SKILL
850,wavelength division multiplexing,SKILL
851,mvc tools,SKILL
852,distributed database,SKILL
853,centos,SKILL
854,breadth-first search,SKILL
855,asp.net,SKILL
856,arch linux,SKILL
857,conditional random field,SKILL
858,amazon route 53,SKILL
859,library,SKILL
860,throughput,SKILL
861,jruby,SKILL
862,machine learning,SKILL
863,quantum computer,SKILL
864,visual studio team services,SKILL
865,secrets management,SKILL
866,ml kit,SKILL
867,data visualization,SKILL
868,first order logic,SKILL
869,crazy egg,SKILL
870,sphinx,SKILL
871,data structure,SKILL
872,motion compensation,SKILL
873,python,SKILL
874,octodns,SKILL
875,emulator,SKILL
876,express js,SKILL
877,field of view,SKILL
878,error concealment,SKILL
879,high-level synthesis,SKILL
880,classifier linguistics,SKILL
881,rubocop,SKILL
882,systems management,SKILL
883,autonomic computing,SKILL
884,qunit,SKILL
885,metamodeling,SKILL
886,trecvid,SKILL
887,peer to peer,SKILL
888,formal concept analysis,SKILL
889,technological change,SKILL
890,symmetric multiprocessor system,SKILL
891,digital subscriber line,SKILL
892,maxcdn,SKILL
893,operations management,SKILL
894,high-level programming language,SKILL
895,apache ant,SKILL
896,real-time data processing,SKILL
897,amazon machine learning,SKILL
898,artificial intelligence,SKILL
899,coveralls,SKILL
900,electronic document,SKILL
901,semantic ui react,SKILL
902,task management,SKILL
903,clubhouse,SKILL
904,ifttt,SKILL
905,information retrieval applications,SKILL
906,jest,SKILL
907,type theory,SKILL
908,eureka,SKILL
909,response surface methodology,SKILL
910,boosting machine learning,SKILL
911,network planning and design,SKILL
912,webpack,SKILL
913,amazon sqs,SKILL
914,secure multi-party computation,SKILL
915,capistrano,SKILL
916,crowdsourcing,SKILL
917,linear discriminant analysis,SKILL
918,performance monitoring,SKILL
919,scikit learn,SKILL
920,euclidean distance,SKILL
921,templating languages & extensions,SKILL
922,search/retrieve via url,SKILL
923,marketing automation,SKILL
924,detection theory,SKILL
925,domain model,SKILL
926,phpstorm,SKILL
927,underscore,SKILL
928,hotjar,SKILL
929,mobile radio,SKILL
930,software engineering,SKILL
931,guzzle,SKILL
932,styled components,SKILL
933,brain mapping,SKILL
934,cross-platform mobile development,SKILL
935,asynchronous transfer mode,SKILL
936,interpolation,SKILL
937,microsoft sql server,SKILL
938,network interface,SKILL
939,prognostics,SKILL
940,loggly,SKILL
941,beta testing   mobile app distribution,SKILL
942,biomedical engineering,SKILL
943,coding social sciences,SKILL
944,compass,SKILL
945,network delay,SKILL
946,data integrity,SKILL
947,metadata,SKILL
948,package manager,SKILL
949,bot,SKILL
950,mongodb,SKILL
951,self-organization,SKILL
952,computer hardware,SKILL
953,managed memcache,SKILL
954,financial system,SKILL
955,ansible,SKILL
956,wireless network,SKILL
957,google cloud datastore,SKILL
958,apache mesos,SKILL
959,hogan.js,SKILL
960,circleci,SKILL
961,platform as a service tools,SKILL
962,json server,SKILL
963,computational geometry,SKILL
964,message passing,SKILL
965,compressed sensing,SKILL
966,markov chain,SKILL
967,mobile agent,SKILL
968,php,SKILL
969,dash,SKILL
970,abstract data type,SKILL
971,semi supervised learning,SKILL
972,reference frame,SKILL
973,distributed data store,SKILL
974,histogram,SKILL
975,node.js process manager,SKILL
976,redmine,SKILL
977,search algorithm,SKILL
978,swagger ui,SKILL
979,codenvy,SKILL
980,linear prediction,SKILL
981,istio,SKILL
982,access network,SKILL
983,node networking,SKILL
984,semaphore,SKILL
985,facial expression,SKILL
986,text segmentation,SKILL
987,integrated development environment tools,SKILL
988,advertising,SKILL
989,world wide web,SKILL
990,pixel art,SKILL
991,peak signal to noise ratio,SKILL
992,nginx,SKILL
993,metabase,SKILL
994,chatops,SKILL
995,cross-platform desktop development,SKILL
996,landing pages,SKILL
997,propositional calculus,SKILL
998,scikit-learn,SKILL
999,redundancy engineering,SKILL
1000,spring cloud,SKILL
1001,integrated development environment,SKILL
1002,c,SKILL
1003,high level synthesis,SKILL
1004,momentjs,SKILL
1005,forensic engineering,SKILL
1006,data warehouse,SKILL
1007,message queue,SKILL
1008,presentation semantics,SKILL
1009,impala,SKILL
1010,apache tomcat,SKILL
1011,transparency graphic,SKILL
1012,messenger platform,SKILL
1013,rule based system,SKILL
1014,bayesian probability,SKILL
1015,prestashop,SKILL
1016,akka,SKILL
1017,router,SKILL
1018,multicast,SKILL
1019,fastlane,SKILL
1020,thresholding,SKILL
1021,exploratory data analysis,SKILL
1022,unsupervised learning,SKILL
1023,compose,SKILL
1024,memcachier,SKILL
1025,awx,SKILL
1026,rule induction,SKILL
1027,case based reasoning,SKILL
1028,gaussian noise,SKILL
1029,mercurial,SKILL
1030,slim lang,SKILL
1031,raspberry pi,SKILL
1032,sliding window protocol,SKILL
1033,discrete logarithm,SKILL
1034,ground truth,SKILL
1035,spring-boot,SKILL
1036,human–computer interaction,SKILL
1037,biological database,SKILL
1038,business dashboards,SKILL
1039,optical imaging,SKILL
1040,d3.js,SKILL
1041,integer programming,SKILL
1042,buildkite,SKILL
1043,heroku,SKILL
1044,business administration,SKILL
1045,open data,SKILL
1046,clicktale,SKILL
1047,redux,SKILL
1048,sentiment analysis,SKILL
1049,create react app,SKILL
1050,data consistency,SKILL
1051,google analytics,SKILL
1052,pouchdb,SKILL
1053,goodness of fit,SKILL
1054,airtable,SKILL
1055,computational science,SKILL
1056,motion analysis,SKILL
1057,optimizely,SKILL
1058,code quality,SKILL
1059,peer-to-peer,SKILL
1060,parsing,SKILL
1061,flux,SKILL
1062,tools for text editors,SKILL
1063,omniauth,SKILL
1064,rotation,SKILL
1065,key exchange,SKILL
1066,linode,SKILL
1067,figma,SKILL
1068,multidimensional scaling,SKILL
1069,documentation,SKILL
1070,ambiguity,SKILL
1071,semantic computing,SKILL
1072,sqlite,SKILL
1073,sentry,SKILL
1074,julia,SKILL
1075,integrated circuit design,SKILL
1076,benchmark computing,SKILL
1077,software-defined radio,SKILL
1078,errors-in-variables models,SKILL
1079,first-order logic,SKILL
1080,data exchange,SKILL
1081,prisma,SKILL
1082,custom analytics,SKILL
1083,noise reduction,SKILL
1084,gunicorn,SKILL
1085,data system,SKILL
1086,nats,SKILL
1087,durability,SKILL
1088,nightwatchjs,SKILL
1089,software defined radio,SKILL
1090,nativescript,SKILL
1091,website builder,SKILL
1092,computability,SKILL
1093,transactional email,SKILL
1094,html,SKILL
1095,zendesk,SKILL
1096,k-d tree,SKILL
1097,text editor,SKILL
1098,mongoid,SKILL
1099,flow type,SKILL
1100,uncertain data,SKILL
1101,uglifyjs,SKILL
1102,source document,SKILL
1103,gerrit code review,SKILL
1104,mobile error monitoring,SKILL
1105,computation,SKILL
1106,dynamic data,SKILL
1107,tower,SKILL
1108,real time data,SKILL
1109,analysis of variance,SKILL
