,Text,Type
599,hubspot,SKILL
600,brackets,SKILL
601,cloud ide,SKILL
602,topic maps,SKILL
603,markup language,SKILL
604,mobile computing,SKILL
605,tornado,SKILL
606,data pre processing,SKILL
607,wavefront,SKILL
608,localization,SKILL
609,deontic logic,SKILL
610,graphical user interface,SKILL
611,visual studio team services,SKILL
612,framework7,SKILL
613,presentation semantics,SKILL
614,video processing,SKILL
615,knowledge management,SKILL
616,maximum a posteriori estimation,SKILL
617,templating languages & extensions,SKILL
618,api,SKILL
619,conditional random field,SKILL
620,electrical engineering,SKILL
621,github enterprise,SKILL
622,bibliometrics,SKILL
623,clicktale,SKILL
624,elm,SKILL
625,response time,SKILL
626,computational mathematics,SKILL
627,password management,SKILL
628,scripting language,SKILL
629,zookeeper,SKILL
630,vim,SKILL
631,apiary,SKILL
632,prisma,SKILL
633,data pre-processing,SKILL
634,solid modeling,SKILL
635,amazon ses,SKILL
636,cakephp,SKILL
637,surge,SKILL
638,virtual reality,SKILL
639,non volatile memory,SKILL
640,folksonomy,SKILL
641,branch and bound,SKILL
642,geoparsing,SKILL
643,metis,SKILL
644,system testing,SKILL
645,correctness,SKILL
646,browserstack,SKILL
647,google compute engine,SKILL
648,react,SKILL
649,brain mapping,SKILL
650,shields.io,SKILL
651,time-sharing,SKILL
652,onesignal,SKILL
653,inspec,SKILL
654,mastodon,SKILL
655,computer science,SKILL
656,heap,SKILL
657,graphical model,SKILL
658,r,SKILL
659,p system,SKILL
660,languages & frameworks,SKILL
661,user interface,SKILL
662,logical framework,SKILL
663,mobile prototyping & interaction design tools,SKILL
664,multimedia database,SKILL
665,data access,SKILL
666,haptic technology,SKILL
667,mobility model,SKILL
668,system integration,SKILL
669,natural deduction,SKILL
670,omniauth,SKILL
671,latent dirichlet allocation,SKILL
672,schedule,SKILL
673,cloud hosting,SKILL
674,computability,SKILL
675,computer hardware,SKILL
676,filestack,SKILL
677,scientometrics,SKILL
678,look ahead,SKILL
679,multisearch,SKILL
680,docker cloud,SKILL
681,document classification,SKILL
682,decision problem,SKILL
683,mobile backend,SKILL
684,medical imaging,SKILL
685,google kubernetes engine,SKILL
686,world wide web,SKILL
687,latex,SKILL
688,apache mesos,SKILL
689,description logic,SKILL
690,cobol,SKILL
691,composite index,SKILL
692,expert system,SKILL
693,front end frameworks,SKILL
694,google cloud storage,SKILL
695,operating systems,SKILL
696,econometric model,SKILL
697,ubiquitous computing,SKILL
698,codemirror,SKILL
699,swiftype,SKILL
700,natural language,SKILL
701,vue.js,SKILL
702,optimizely,SKILL
703,query optimization,SKILL
704,apache maven,SKILL
705,redis cloud,SKILL
706,capistrano,SKILL
707, net,SKILL
708,semantic network,SKILL
709,fault model,SKILL
710,dropwizard,SKILL
711,1password,SKILL
712,deployment,SKILL
713,type inference,SKILL
714,expectation–maximization algorithm,SKILL
715,logic synthesis,SKILL
716,object detection,SKILL
717,access network,SKILL
718,automated reasoning,SKILL
719,navigation system,SKILL
720,data retrieval,SKILL
721,structured text,SKILL
722,residual,SKILL
723,shell,SKILL
724,discrete system,SKILL
725,hilbert–huang transform,SKILL
726,linode,SKILL
727,datadog,SKILL
728,high-level synthesis,SKILL
729,visual studio code,SKILL
730,heroku postgres,SKILL
731,synthetic aperture radar,SKILL
732,php-mvc,SKILL
733,dart,SKILL
734,pico 8,SKILL
735,software engineering,SKILL
736,grails,SKILL
737,security,SKILL
738,deterministic automaton,SKILL
739,business intelligence,SKILL
740,lookup table,SKILL
741,business tools,SKILL
742,drone.io,SKILL
743,integrated services digital network,SKILL
744,seasonality,SKILL
745,next generation network,SKILL
746,load balancer   reverse proxy,SKILL
747,hypercube,SKILL
748,throughput,SKILL
749,onsen ui,SKILL
750,search algorithm,SKILL
751,google app maker,SKILL
752,network planning and design,SKILL
753,data model,SKILL
754,zeplin,SKILL
755,customer analytics,SKILL
756,customer support chat,SKILL
757,puppet labs,SKILL
758,gitbucket,SKILL
759,microsoft iis,SKILL
760,invision,SKILL
761,beanstalkd,SKILL
762,named entity,SKILL
763,low pass filter,SKILL
764,clef,SKILL
765,front end,SKILL
766,d3.js,SKILL
767,integrated development environment tools,SKILL
768,semantic web,SKILL
769,wordplate,SKILL
770,sorting,SKILL
771,testing frameworks,SKILL
772,agricultural engineering,SKILL
773,amplitude,SKILL
774,java build tools,SKILL
775,discriminative model,SKILL
776,angularui,SKILL
777,high-level programming language,SKILL
778,scikit-learn,SKILL
779,shared resource,SKILL
780,field of view,SKILL
781,finite-state machine,SKILL
782,audio signal,SKILL
783,rest api,SKILL
784,sma*,SKILL
785,inkwell,SKILL
786,google cloud datastore,SKILL
787,higher order statistics,SKILL
788,network topology,SKILL
789,yeoman,SKILL
790,virtualbox,SKILL
791,electronic document,SKILL
792,machine learning tools,SKILL
793,location-based service,SKILL
794,nitrous io,SKILL
795,display device,SKILL
796,distributed computing environment,SKILL
797,network performance,SKILL
798,engineering drawing,SKILL
799,mobile agent,SKILL
800,figure of merit,SKILL
801,commenting service,SKILL
802,round trip delay time,SKILL
803,load balancing computing,SKILL
804,redash,SKILL
805,pushwoosh,SKILL
806,css pre-processors   extensions,SKILL
807,self hosted blogging / cms,SKILL
808,latent semantic indexing,SKILL
809,digital signal processing,SKILL
810,node js process manager,SKILL
811,web components,SKILL
812,microservices tools,SKILL
813,ubuntu,SKILL
814,slim,SKILL
815,speech coding,SKILL
816,go cd,SKILL
817,domain knowledge,SKILL
818,octopus deploy,SKILL
819,rocket,SKILL
820,mongodb stitch,SKILL
821,gaussian process,SKILL
822,cross correlation,SKILL
823,cassandra,SKILL
824,functional programming,SKILL
825,buddy,SKILL
826,momentjs,SKILL
827,critical path method,SKILL
828,propagation delay,SKILL
829,elixir,SKILL
830,documentation,SKILL
831,corner detection,SKILL
832,emoji,SKILL
833,hough transform,SKILL
834,logic gate,SKILL
835,gatsby,SKILL
836,computer graphics images,SKILL
837,microsoft sql server,SKILL
838,circumscription,SKILL
839,certificate authority,SKILL
840,support vector machine,SKILL
841,conventional pci,SKILL
842,livereload,SKILL
843,twilio,SKILL
844,notepad++,SKILL
845,pico-8,SKILL
846,software defined networking,SKILL
847,nitrous.io,SKILL
848,formal verification,SKILL
849,mobile analytics,SKILL
850,formal methods,SKILL
851,typeform,SKILL
852,knowledge based systems,SKILL
853,digitalocean,SKILL
854,active networking,SKILL
855,bootswatch,SKILL
856,telecommunications network,SKILL
857,type theory,SKILL
858,ibm db2,SKILL
859,terraform,SKILL
860,influxdb,SKILL
861,mode,SKILL
862,amazon api gateway,SKILL
863,integer programming,SKILL
864,power control,SKILL
865,common object request broker architecture,SKILL
866,riak,SKILL
867,wireless ad hoc network,SKILL
868,pattern recognition,SKILL
869,vuetify,SKILL
870,automaton,SKILL
871,graphql,SKILL
872,file storage,SKILL
873,monitoring,SKILL
874,rxjs,SKILL
875,xml,SKILL
876,collision,SKILL
877,aws elastic load balancing elb,SKILL
878,encoding memory,SKILL
879,lxc,SKILL
880,openstack,SKILL
881,software defined radio,SKILL
882,flash memory,SKILL
883,arangodb,SKILL
884,jupyter,SKILL
885,mutual information,SKILL
886,standard ml,SKILL
887,go.cd,SKILL
888,cloud functions for firebase,SKILL
889,confluence,SKILL
890,data compression,SKILL
891,bibliographic database,SKILL
892,amazon cognito,SKILL
893,propositional calculus,SKILL
894,domain model,SKILL
895,jruby,SKILL
896,hasura,SKILL
897,logic in computer science,SKILL
898,authy,SKILL
899,adobe illustrator,SKILL
900,microdata html,SKILL
901,chef,SKILL
902,application and data,SKILL
903,wavelet,SKILL
904,data reduction,SKILL
905,analysis of algorithms,SKILL
906,awesome lists,SKILL
907,parse server,SKILL
908,moving average,SKILL
909,proximity search,SKILL
910,client–server model,SKILL
911,noisy data,SKILL
912,communication complexity,SKILL
913,code climate,SKILL
914,dynamic programming,SKILL
915,dynamic loading,SKILL
916,sendgrid,SKILL
917,styled-components,SKILL
918,shopify,SKILL
919,realtime backend   api,SKILL
920,voice and sms,SKILL
921,image segmentation,SKILL
922,core network,SKILL
923,immutable js,SKILL
924,parallel algorithm,SKILL
925,natural language processing,SKILL
926,active appearance model,SKILL
927,reference frame,SKILL
928,intrusion detection system,SKILL
929,bash,SKILL
930,similarity measure,SKILL
931,dedicated cloud hosting,SKILL
932,field-programmable gate array,SKILL
933,object relational mapper orm,SKILL
934,woopra,SKILL
935,directed graph,SKILL
936,collaboration,SKILL
937,semantic html,SKILL
938,scrutinizer,SKILL
939,bootstrap,SKILL
940,code generation,SKILL
941,environmental engineering,SKILL
942,uppy,SKILL
943,cross-validation,SKILL
944,crashlytics,SKILL
945,application utilities,SKILL
946,jupyter notebook,SKILL
947,medical literature retrieval,SKILL
948,patent visualisation,SKILL
949,emulator,SKILL
950,state diagram,SKILL
951,artificial intelligence,SKILL
952,search engine indexing,SKILL
953,perl 6,SKILL
954,electron,SKILL
955,petri net,SKILL
956,graphite,SKILL
957,computational model,SKILL
958,teamcity,SKILL
959,parse-server,SKILL
960,programming paradigm,SKILL
961,trello,SKILL
962,kissmetrics,SKILL
963,k-d tree,SKILL
964,self-hosted blogging   cms,SKILL
965,exception monitoring,SKILL
966,turing machine,SKILL
967,landing pages,SKILL
968,subject access,SKILL
969,regular expression,SKILL
970,performance prediction,SKILL
971,evolutionary algorithm,SKILL
972,material design lite,SKILL
973,devise,SKILL
974,aurelia,SKILL
975,dynamic source routing,SKILL
976,electronic data interchange,SKILL
977,redundancy engineering,SKILL
978,real-time computing,SKILL
979,information integration,SKILL
980,charting libraries,SKILL
981,transport layer,SKILL
982,dimensionality reduction,SKILL
983,breadth-first search,SKILL
984,hhvm hiphop virtual machine,SKILL
985,dokku,SKILL
986,flutter,SKILL
987,multi agent system,SKILL
988,vector space model,SKILL
989,lumen,SKILL
990,keycdn,SKILL
991,paw,SKILL
992,fluentd,SKILL
993,secrets management,SKILL
994,browsersync,SKILL
995,sonarqube,SKILL
996,dash,SKILL
997,knowledge retrieval,SKILL
998,recurly,SKILL
999,watershed,SKILL
1000,meteor,SKILL
1001,agile project management,SKILL
1002,motion planning,SKILL
1003,spring cloud,SKILL
1004,online public access catalog,SKILL
1005,statuscake,SKILL
1006,functional dependency,SKILL
1007,very large database,SKILL
1008,rails api,SKILL
1009,pose,SKILL
1010,reactiveui,SKILL
1011,ethernet,SKILL
1012,background subtraction,SKILL
1013,semantic matching,SKILL
1014,actuarial science,SKILL
1015,regular language,SKILL
1016,sqlite,SKILL
1017,javascript framework components,SKILL
1018,hbase,SKILL
1019,heroku,SKILL
1020,redux,SKILL
1021,android sdk,SKILL
1022,aws codecommit,SKILL
1023,data sharing,SKILL
1024,varnish,SKILL
1025,rough set,SKILL
1026,query languages,SKILL
1027,hockeyapp,SKILL
1028,fuzzy logic,SKILL
1029,java,SKILL
1030,trend analysis,SKILL
1031,histogram,SKILL
1032,sendwithus,SKILL
1033,phantomjs,SKILL
1034,wavelength division multiplexing,SKILL
1035,redux thunk,SKILL
1036,bower,SKILL
1037,lottie,SKILL
1038,secure communication,SKILL
1039,sequential logic,SKILL
1040,beta testing / mobile app distribution,SKILL
1041,multilevel model,SKILL
1042,microsoft bot framework,SKILL
1043,motion detection,SKILL
1044,redux saga,SKILL
1045,amp,SKILL
1046,state management library,SKILL
1047,domain registration,SKILL
1048,laravel,SKILL
1049,icon font,SKILL
1050,helm,SKILL
1051,ifttt,SKILL
1052,preact,SKILL
1053,embedded system,SKILL
1054,lambdatest,SKILL
1055,gitlab ci,SKILL
1056,css pre processors / extensions,SKILL
1057,semantic computing,SKILL
1058,temporal database,SKILL
1059,cross-correlation,SKILL
1060,search engines,SKILL
1061,cloudinary,SKILL
1062,gradle,SKILL
1063,network security,SKILL
1064,postcss,SKILL
1065,redux-thunk,SKILL
1066,linear logic,SKILL
1067,source code,SKILL
1068,docker swarm,SKILL
1069,cocoa touch ios,SKILL
1070,emotion,SKILL
1071,linked data,SKILL
1072,sonar,SKILL
1073,static web hosting,SKILL
1074,imgix,SKILL
1075,cryptocurrency,SKILL
1076,knowledge representation and reasoning,SKILL
1077,modular design,SKILL
1078,text retrieval conference,SKILL
1079,telegram,SKILL
1080,ensemble learning,SKILL
1081,buffer,SKILL
1082,geometric modeling,SKILL
1083,document management system,SKILL
1084,latency engineering,SKILL
1085,correlation coefficient,SKILL
1086,c3.js,SKILL
1087,logstash,SKILL
1088,infobox,SKILL
1089,linear model,SKILL
1090,generalization error,SKILL
1091,cost database,SKILL
1092,certificate,SKILL
1093,computer program,SKILL
1094,uncertain data,SKILL
1095,frequency analysis,SKILL
1096,high availability,SKILL
1097,mobile station,SKILL
1098,flyway,SKILL
1099,blockchain,SKILL
1100,frequency domain,SKILL
1101,puma,SKILL
1102,sass,SKILL
1103,stop words,SKILL
1104,javascript mvc frameworks,SKILL
1105,algorithm design,SKILL
1106,yii,SKILL
1107,nosql,SKILL
1108,application specific integrated circuit,SKILL
