,Clean_Resume,skills,Category
38,personal skill ability quickly grasp technical aspect willingness learn high energy level result oriented education detail january 2018 master engineering computer technology application bhopal madhya pradesh truba institute engineering information technology january 2010 b e computer science bhopal madhya pradesh rkdf institute science technology college engineering january 2006 polytechnic information technology vidisha madhya pradesh sati engineering college vidisha january 2003 tech thesis detail bmch school ganj basoda data science six month experience data science key skill experience machine learning deep leaning nlp python sql web scraping good knowledge computer subject ability update skill detail experience machine learning deep learning nlp python sql web crawling html cs exprience le 1 year monthscompany detail company rnt ai technology solution description text classification using machine learning algorithm python practical knowledge deep learning algorithm recurrent neural network rnn develop custom data model algorithm apply dataset experience python package like panda scikit learn tensor flow numpy matplotliv nltk comfort sql mysql sentiment analysis apply leave dataset using classification technique like tf idf lsa cosine similarity using machine learning algorithm web crawling using selenium web driver beautiful soup python company life insurance corporation india bhopal description explaining policy feature benefit updated knowledge life insurance product shared customer,"['computer science', 'mysql', 'data science', 'engineering', 'python', 'ai', 'machine learning', 'deep learning', 'sentiment analysis', 'numpy', 'algorithm', 'scikit learn', 'selenium', 'data model']",Data Science
39,expertise data quantitative analysis decision analytics predictive modeling data driven personalization kpi dashboard big data query interpretation data mining visualization tool machine learning algorithm business intelligence bi research report forecast education detail pgp data science mumbai maharashtra aegis school data science business b e electronics communication electronics communication indore madhya pradesh y ip academy data scientist data scientist pr canada skill detail algorithm exprience 6 month bi exprience 6 month business intelligence exprience 6 month machine learning exprience 24 month visualization exprience 24 month spark exprience 24 month python exprience 36 month tableau exprience 36 month data analysis exprience 24 monthscompany detail company aegis school data science business description mostly working industry project providing solution along teaching appointment teach undergraduate graduate level course spark machine learning adjunct faculty member aegis school data science mumbai 2017 present company aegis school data business description data science intern nov 2015 jan 2016 furnish executive leadership team insight analytics report recommendation enabling effective strategic planning across business unit distribution channel product line chat bot using aws lex tensor flow python goal project creates chat bot academic institution university handle query related course offered institute objective task reduce human effort well reduce man made error even company handle client 24x7 case company academic institution client participant student web scraping using selenium web driver python task scrap data online messaging portal text format find pattern form data visualization data insight hadoop eco system hive pyspark qliksense goal project build business solution internet service provider company like handling data generated per day basis visualize data find usage pattern form generate report image based fraud detection microsoft face api pyspark open cv main goal project recognize similarity face given database image face recognition recognizing special face set different face face extracted compared database image image recognized person already applied loan somewhere else hiding identity going prevent fraud initial stage churn analysis internet service provider r python machine learning hadoop objective identify customer likely churn given period time pretend customer giving incentive offer sentiment analysis python nlp apache spark service ibm bluemix project highly emphasis tweet twitter data taken mobile network service provider sentiment analysis analyze whether expressed opinion positive negative neutral capture emotion tweet comparative analysis quantifiable result mentored 7 12 data science enthusiast year since gone graduate school data science business analytics reviewed evaluated 20 40 research paper data science one largest data science conference called data science congress aegis school business mumbai heading solution providing organization called data science delivered aegis school data science mumbai managed 4 5 live project using data science technique working social cause help data science social good committee team developed product called let find missing child helping society company ibm india pvt ltd description mostly worked blumix ibm watson data science,"['business intelligence', 'data science', 'data visualization', 'python', 'data mining', 'analytics', 'big data', 'data analysis', 'machine learning', 'visualization', 'bot', 'business', 'tableau', 'mobile', 'database', 'twitter', 'selenium', 'sentiment analysis', 'algorithm', 'emotion', 'hadoop']",Data Science
40,technical skill typewriting tora spsseducation detail january 2017 mba chidambaram tamil nadu sn college engineering january 2014 hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school hr skill detail human resource finance exprience le 1 year monthscompany detail company description,"['engineering', 'finance']",HR
41,skill window xp m office word excel look ups pivot table basic function power point saral payment package payroll software internet applicationseducation detail january 2006 bachelor hospitality management international hospitality management queen margaret university edinburg january 2006 diploma hotel management international institute hotel management hr skill detail hr management exprience le 1 year monthscompany detail company atri developer description hr payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist etc payroll management salary restructuring process payroll 600 employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll related query employee statutory compliance management manage various statutory compliance requirement pf esic pt gratuity tds etc calculation deduction payment return filing generate statutory report like form 16 form 24q conducting session employee statutory policy procedure compliance related topic shop commercial establishment act e payment gratuity act 1972 recruitment selection handling recruitment like job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management end end facilitation pm starting creating job description appraisal form disbursement letter kra setting mid year review annual review handling appraisal activity 360 degree training development conduct training need analysis arrange various training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session like monthly birthday celebration annual day diwali dhamaka offsite etc working saral payment package payroll software well excel assisting md hr work offering suggestion answering employee query payroll compliance related issue benefit insurance medical reimbursement full final settlement resigned employee,"['deployment', 'schedule', 'software']",HR
42,education detail ba mumbai university hr skill detail hr operation exprience le 1 year monthscompany detail company mumbai monorail description,[],HR
43,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
44,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
45,education detail bba lovely professional university hr skill detail communication exprience 6 monthscompany detail company description,[],HR
46,education detail mba acn college engineering mgt hr skill detail company detail company hr assistant description,['engineering'],HR
47,key skill computerized accounting tally sincere hard working management accounting income tax good communication leadership two four wheeler driving license internet ecommerce management computer skill c language web programing tally dbms education detail june 2017 june 2019 mba finance hr india mlrit june 2014 june 2017 bcom computer hyderabad telangana osmania university june 2012 april 2014 inter mec india srimedhav hr nani skill detail accounting exprience 6 month database management system exprience 6 month dbms exprience 6 month management accounting exprience 6 month ecommerce exprience 6 monthscompany detail company valuelabs description give rrf form required dlt hand rlt scrum master take form rlt scrum master give form trainee work requirement till candidate receive offer company,"['accounting', 'ecommerce', 'finance', 'database']",HR
48,training special education certificate course education detail july 2016 october 2018 sc psychology specialization organizational behaviour malappuram kerala calicut university july 2013 march 2016 bsc psychology thrissur prajyoti niketan college hr skill detail company detail company description done 30 day internship hr department foster hot bread kinfra malappuram kerala also done 60 day internship santhwana institute counselling psychotherapy cochin kerala counsellor,['certificate'],HR
49,computer knowledge proficient basic use m office microsoft dynamic ax software saiba softwareeducation detail mba distance education bharathiar university pa college engineering technology hsc r v g hr sec school ssc g hr sec school hr admin bharat skill detail dynamic exprience 6 month dynamic ax exprience 6 month microsoft dynamic exprience 6 month microsoft dynamic ax exprience 6 month m office exprience 6 monthscompany detail company sri ramesh gaarment description tirupur administration well client service corporate company insured knowledge gathered garment spinning mill feb 2018 still sri ramesh gaarment tirupur hr activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car,"['engineering', 'collision', 'software']",HR
50,software skill general computer proficiency program langages known c c java web programming tool software know matlab dbms key strength posse good communication analytic skill positive thinking sincere hard work honesty responsibility enthusiastic learn new skill take new task self motivated ready accept challenge education detail january 2014 january 2017 computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur hr skill detail database management system exprience 6 month dbms exprience 6 month java exprience 6 month matlab exprience 6 monthscompany detail company truly description jayashree h k,"['computer science', 'engineering', 'database', 'java', 'software']",HR
51,technical skill typewriting tora spsseducation detail january 2017 mba chidambaram tamil nadu sn college engineering january 2014 hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school hr skill detail human resource finance exprience le 1 year monthscompany detail company description,"['engineering', 'finance']",HR
52,skill window xp m office word excel look ups pivot table basic function power point saral payment package payroll software internet applicationseducation detail january 2006 bachelor hospitality management international hospitality management queen margaret university edinburg january 2006 diploma hotel management international institute hotel management hr skill detail hr management exprience le 1 year monthscompany detail company atri developer description hr payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist etc payroll management salary restructuring process payroll 600 employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll related query employee statutory compliance management manage various statutory compliance requirement pf esic pt gratuity tds etc calculation deduction payment return filing generate statutory report like form 16 form 24q conducting session employee statutory policy procedure compliance related topic shop commercial establishment act e payment gratuity act 1972 recruitment selection handling recruitment like job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management end end facilitation pm starting creating job description appraisal form disbursement letter kra setting mid year review annual review handling appraisal activity 360 degree training development conduct training need analysis arrange various training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session like monthly birthday celebration annual day diwali dhamaka offsite etc working saral payment package payroll software well excel assisting md hr work offering suggestion answering employee query payroll compliance related issue benefit insurance medical reimbursement full final settlement resigned employee,"['deployment', 'schedule', 'software']",HR
53,education detail ba mumbai university hr skill detail hr operation exprience le 1 year monthscompany detail company mumbai monorail description,[],HR
54,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
55,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
56,education detail bba lovely professional university hr skill detail communication exprience 6 monthscompany detail company description,[],HR
57,education detail mba acn college engineering mgt hr skill detail company detail company hr assistant description,['engineering'],HR
58,key skill computerized accounting tally sincere hard working management accounting income tax good communication leadership two four wheeler driving license internet ecommerce management computer skill c language web programing tally dbms education detail june 2017 june 2019 mba finance hr india mlrit june 2014 june 2017 bcom computer hyderabad telangana osmania university june 2012 april 2014 inter mec india srimedhav hr nani skill detail accounting exprience 6 month database management system exprience 6 month dbms exprience 6 month management accounting exprience 6 month ecommerce exprience 6 monthscompany detail company valuelabs description give rrf form required dlt hand rlt scrum master take form rlt scrum master give form trainee work requirement till candidate receive offer company,"['accounting', 'ecommerce', 'finance', 'database']",HR
59,training special education certificate course education detail july 2016 october 2018 sc psychology specialization organizational behaviour malappuram kerala calicut university july 2013 march 2016 bsc psychology thrissur prajyoti niketan college hr skill detail company detail company description done 30 day internship hr department foster hot bread kinfra malappuram kerala also done 60 day internship santhwana institute counselling psychotherapy cochin kerala counsellor,['certificate'],HR
60,computer knowledge proficient basic use m office microsoft dynamic ax software saiba softwareeducation detail mba distance education bharathiar university pa college engineering technology hsc r v g hr sec school ssc g hr sec school hr admin bharat skill detail dynamic exprience 6 month dynamic ax exprience 6 month microsoft dynamic exprience 6 month microsoft dynamic ax exprience 6 month m office exprience 6 monthscompany detail company sri ramesh gaarment description tirupur administration well client service corporate company insured knowledge gathered garment spinning mill feb 2018 still sri ramesh gaarment tirupur hr activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car,"['engineering', 'collision', 'software']",HR
61,software skill general computer proficiency program langages known c c java web programming tool software know matlab dbms key strength posse good communication analytic skill positive thinking sincere hard work honesty responsibility enthusiastic learn new skill take new task self motivated ready accept challenge education detail january 2014 january 2017 computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur hr skill detail database management system exprience 6 month dbms exprience 6 month java exprience 6 month matlab exprience 6 monthscompany detail company truly description jayashree h k,"['computer science', 'engineering', 'database', 'java', 'software']",HR
62,technical skill typewriting tora spsseducation detail january 2017 mba chidambaram tamil nadu sn college engineering january 2014 hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school hr skill detail human resource finance exprience le 1 year monthscompany detail company description,"['engineering', 'finance']",HR
63,skill window xp m office word excel look ups pivot table basic function power point saral payment package payroll software internet applicationseducation detail january 2006 bachelor hospitality management international hospitality management queen margaret university edinburg january 2006 diploma hotel management international institute hotel management hr skill detail hr management exprience le 1 year monthscompany detail company atri developer description hr payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist etc payroll management salary restructuring process payroll 600 employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll related query employee statutory compliance management manage various statutory compliance requirement pf esic pt gratuity tds etc calculation deduction payment return filing generate statutory report like form 16 form 24q conducting session employee statutory policy procedure compliance related topic shop commercial establishment act e payment gratuity act 1972 recruitment selection handling recruitment like job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management end end facilitation pm starting creating job description appraisal form disbursement letter kra setting mid year review annual review handling appraisal activity 360 degree training development conduct training need analysis arrange various training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session like monthly birthday celebration annual day diwali dhamaka offsite etc working saral payment package payroll software well excel assisting md hr work offering suggestion answering employee query payroll compliance related issue benefit insurance medical reimbursement full final settlement resigned employee,"['deployment', 'schedule', 'software']",HR
64,education detail ba mumbai university hr skill detail hr operation exprience le 1 year monthscompany detail company mumbai monorail description,[],HR
65,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
66,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
67,education detail bba lovely professional university hr skill detail communication exprience 6 monthscompany detail company description,[],HR
68,education detail mba acn college engineering mgt hr skill detail company detail company hr assistant description,['engineering'],HR
69,key skill computerized accounting tally sincere hard working management accounting income tax good communication leadership two four wheeler driving license internet ecommerce management computer skill c language web programing tally dbms education detail june 2017 june 2019 mba finance hr india mlrit june 2014 june 2017 bcom computer hyderabad telangana osmania university june 2012 april 2014 inter mec india srimedhav hr nani skill detail accounting exprience 6 month database management system exprience 6 month dbms exprience 6 month management accounting exprience 6 month ecommerce exprience 6 monthscompany detail company valuelabs description give rrf form required dlt hand rlt scrum master take form rlt scrum master give form trainee work requirement till candidate receive offer company,"['accounting', 'ecommerce', 'finance', 'database']",HR
70,training special education certificate course education detail july 2016 october 2018 sc psychology specialization organizational behaviour malappuram kerala calicut university july 2013 march 2016 bsc psychology thrissur prajyoti niketan college hr skill detail company detail company description done 30 day internship hr department foster hot bread kinfra malappuram kerala also done 60 day internship santhwana institute counselling psychotherapy cochin kerala counsellor,['certificate'],HR
71,computer knowledge proficient basic use m office microsoft dynamic ax software saiba softwareeducation detail mba distance education bharathiar university pa college engineering technology hsc r v g hr sec school ssc g hr sec school hr admin bharat skill detail dynamic exprience 6 month dynamic ax exprience 6 month microsoft dynamic exprience 6 month microsoft dynamic ax exprience 6 month m office exprience 6 monthscompany detail company sri ramesh gaarment description tirupur administration well client service corporate company insured knowledge gathered garment spinning mill feb 2018 still sri ramesh gaarment tirupur hr activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car,"['engineering', 'collision', 'software']",HR
72,software skill general computer proficiency program langages known c c java web programming tool software know matlab dbms key strength posse good communication analytic skill positive thinking sincere hard work honesty responsibility enthusiastic learn new skill take new task self motivated ready accept challenge education detail january 2014 january 2017 computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur hr skill detail database management system exprience 6 month dbms exprience 6 month java exprience 6 month matlab exprience 6 monthscompany detail company truly description jayashree h k,"['computer science', 'engineering', 'database', 'java', 'software']",HR
73,technical skill typewriting tora spsseducation detail january 2017 mba chidambaram tamil nadu sn college engineering january 2014 hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school hr skill detail human resource finance exprience le 1 year monthscompany detail company description,"['engineering', 'finance']",HR
74,skill window xp m office word excel look ups pivot table basic function power point saral payment package payroll software internet applicationseducation detail january 2006 bachelor hospitality management international hospitality management queen margaret university edinburg january 2006 diploma hotel management international institute hotel management hr skill detail hr management exprience le 1 year monthscompany detail company atri developer description hr payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist etc payroll management salary restructuring process payroll 600 employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll related query employee statutory compliance management manage various statutory compliance requirement pf esic pt gratuity tds etc calculation deduction payment return filing generate statutory report like form 16 form 24q conducting session employee statutory policy procedure compliance related topic shop commercial establishment act e payment gratuity act 1972 recruitment selection handling recruitment like job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management end end facilitation pm starting creating job description appraisal form disbursement letter kra setting mid year review annual review handling appraisal activity 360 degree training development conduct training need analysis arrange various training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session like monthly birthday celebration annual day diwali dhamaka offsite etc working saral payment package payroll software well excel assisting md hr work offering suggestion answering employee query payroll compliance related issue benefit insurance medical reimbursement full final settlement resigned employee,"['deployment', 'schedule', 'software']",HR
75,education detail ba mumbai university hr skill detail hr operation exprience le 1 year monthscompany detail company mumbai monorail description,[],HR
76,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
77,education detail june 2012 may 2015 b economics chennai tamil nadu sdnbvc hr skill detail company detail company anything solution description hr,[],HR
78,education detail bba lovely professional university hr skill detail communication exprience 6 monthscompany detail company description,[],HR
79,education detail mba acn college engineering mgt hr skill detail company detail company hr assistant description,['engineering'],HR
80,key skill computerized accounting tally sincere hard working management accounting income tax good communication leadership two four wheeler driving license internet ecommerce management computer skill c language web programing tally dbms education detail june 2017 june 2019 mba finance hr india mlrit june 2014 june 2017 bcom computer hyderabad telangana osmania university june 2012 april 2014 inter mec india srimedhav hr nani skill detail accounting exprience 6 month database management system exprience 6 month dbms exprience 6 month management accounting exprience 6 month ecommerce exprience 6 monthscompany detail company valuelabs description give rrf form required dlt hand rlt scrum master take form rlt scrum master give form trainee work requirement till candidate receive offer company,"['accounting', 'ecommerce', 'finance', 'database']",HR
81,training special education certificate course education detail july 2016 october 2018 sc psychology specialization organizational behaviour malappuram kerala calicut university july 2013 march 2016 bsc psychology thrissur prajyoti niketan college hr skill detail company detail company description done 30 day internship hr department foster hot bread kinfra malappuram kerala also done 60 day internship santhwana institute counselling psychotherapy cochin kerala counsellor,['certificate'],HR
82,computer knowledge proficient basic use m office microsoft dynamic ax software saiba softwareeducation detail mba distance education bharathiar university pa college engineering technology hsc r v g hr sec school ssc g hr sec school hr admin bharat skill detail dynamic exprience 6 month dynamic ax exprience 6 month microsoft dynamic exprience 6 month microsoft dynamic ax exprience 6 month m office exprience 6 monthscompany detail company sri ramesh gaarment description tirupur administration well client service corporate company insured knowledge gathered garment spinning mill feb 2018 still sri ramesh gaarment tirupur hr activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car,"['engineering', 'collision', 'software']",HR
83,software skill general computer proficiency program langages known c c java web programming tool software know matlab dbms key strength posse good communication analytic skill positive thinking sincere hard work honesty responsibility enthusiastic learn new skill take new task self motivated ready accept challenge education detail january 2014 january 2017 computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur hr skill detail database management system exprience 6 month dbms exprience 6 month java exprience 6 month matlab exprience 6 monthscompany detail company truly description jayashree h k,"['computer science', 'engineering', 'database', 'java', 'software']",HR
84,technical qualification window m officeeducation detail b guwahati assam university law college guwahati university b sc jagiroad assam jagiroad college morigaon college advocate advocate gauhati high court skill detail company detail company gauhati high court description gauhati high court subordinate court tribunal statutory body guwahati 2008 numerous experience civil criminal case case consumer forum handling good number civil well criminal matter district session judge court judge court c j court consumer forum also high court working executive legal hindustan paper corporation limited govt india enterprise nagaon paper mill since jan 2012 strength adaptability penchant adapt condition level environment accordance requirement given situation interpersonal extrovert core prefer interact people walk life varying stratum society ability quickly establish rapport others team work enjoy part group achieve combined goal role responsibility hpc ltd assisting briefing counsel matter relating nagaon paper mill cachar paper mill also nagaland pulp paper corporation ltd task legal vetting nib nit term condition etc providing legal view protect interest corporation assisting formulation drafting disciplinary matter liaisoning local body also forum,[],Advocate
85,education detail b com b university clacutta university burdwan advocate skill detail taxation matter income tax gst p tax account exprience le 1 year month filing income tax return gst return e tds air exprience le 1 year monthscompany detail company practice description 1 drafting preparation plaint account move relevant authority hear case,[],Advocate
86,education detail llb dibrugarh university advocate skill detail legal exprience le 1 year monthscompany detail company legal description advocate,[],Advocate
87,education detail november 2016 january 2019 llm master law hyderabad telangana sultan ul uloom college law september 2011 may 2016 ba llb bachelor law hyderabad telangana osmania university pg college law advocate experienced litigation recently acquired master degree law skill detail microsoft word exprience le 1 year month litigation exprience le 1 year month legal research exprience le 1 year month contract exprience le 1 year month internet savvy exprience le 1 year month drafting exprience le 1 year monthscompany detail company lrc office description working senior advocate l ravichander high court telangana experience drafting legal correspondence,[],Advocate
88,skill know english native speaker ielts overall 8 listening 8 reading 8 writing 7 speaking 8 5 hindi bilingual proficiency punjabi native speaker able communicate clearly concisely people diverse background level authority exceptional knowledge administrative procedure evidence rule trial maintain professional attitude peer co worker client time focused driven always meet deadline pretrial procedure trial appellate briefing effectively utilizing resource microsoft certified system engineer 2008 much competent window word processing software education detail july 2009 may 2012 bachelor law bikaner rajasthan maharaja ganga singh university august 2008 november 2008 microsoft certified system engineer networking chandigarh july 2005 april 2008 bachelor science bio informatics chandigarh chandigarh panjab university advocate newcomer indian advocate skill detail administration exprience 72 month legal research exprience 72 month microsoft office exprience 72 month drafting exprience 72 monthscompany detail company district court description key feature licensed advocate practice 16 aug 2012 bar council punjab haryana chandigarh admitted practice district court mansa since 18 aug 2012 successfully passed india bar examination aibe conducted bar council india bci september 2013 lead sole counsel plaintiff respondent number criminal civil trial since 2012 prepared prosecuted conclusion either trial settlement number claim case involving personal injury death case working panel district legal service authority mansa run supervision national legal service authority india former co opted member administrative committee punjab former joint secretary district bar association mansa 2017 18 job duty advice client legal right matter related law plead client case include various international company court law forum tribunal board researching legal precedent gathering evidence trial criminal injury death compensation claim others draw legal document bail petition appeal divorce contract etc negotiates settlement civil dispute act mediator conciliator local commissioner arbitrator per court order managing private practice 6 year including aspect administration management function controlling cost achieving objective related practice law,['software'],Advocate
89,qualification introduction computer extraeducation detail january 2001 january 2003 master law chennai tamil nadu dr ambedkar law university january 1998 january 2001 bachelor law chennai tamil nadu dr ambedkar law university january 1995 january 1998 bachelor english literature tirunelveli tamil nadu manonmaniam sundaranar university advocate advocate skill detail company detail company practiced description high court judicature madras india city civil court chennai debt recovery tribunal chennai consumer forum chennai labour court small cause court rent control court legal advisor christian institute management chennai 2016 legal advisor ruah church chennai nessa trust till 2018,[],Advocate
90,skill natural language proficient english hindi marathi computer skill proficient m office internet operation education detail january 2015 january 2018 llb law mumbai maharashtra mumbai university january 2015 b mumbai maharashtra k somaiya college mumbai university h c asmita girl junior college maharashtra board c vidya bhawan maharashtra board advocate llb student journalist skill detail company detail company criminal lawyer law firm description,['natural language'],Advocate
91,skill legal writing efficient researcher legal education family law criminal defence environment law litigation business legal issue banking law commercial laweducation detail january 2014 llm criminology pune maharashtra university pune january 2012 llb law pune maharashtra university pune january 2012 diploma labour law pune maharashtra university pune advocate advocate skill detail legal writing exprience 6 month litigation exprience 6 monthscompany detail company family criminal district session court description legal consultancy service co operative bank scheduled bank private bank client federal bank chinchwad pune bharat co operative bank chinchwad pune icici bank scope work finalising loan agreement mortgage agreement release deed notice intimation title deed search report drt case legal notice recovery due filing summary suit paper notice power attorney indemnity bond family law legal consultancy representation matter relating family dispute marriage divorce succession adoption etc lok adalat panel judicial member four time,"['release', 'business']",Advocate
92,good grasping quality skillful work education detail march 2013 march 2018 b b law solapur maharashtra solapur university advocate skill detail good knowledge typing well many activity exprience le 1 year monthscompany detail company district session court solapur description forward thinking individual refined interpersonal multitasking skill looking join progressive organization provide assistance legal work company district session court solapur description provide legal assistance legal work,[],Advocate
93,hard working quick learnereducation detail june 2014 may 2017 llb law mumbai maharashtra mumbai university january 2014 b com commerce mumbai maharashtra mumbai university january 2011 hsc maharashtra board january 2009 ssc maharashtra board advocate skill detail company detail company vidishtra description,['commerce'],Advocate
94,technical qualification window m officeeducation detail b guwahati assam university law college guwahati university b sc jagiroad assam jagiroad college morigaon college advocate advocate gauhati high court skill detail company detail company gauhati high court description gauhati high court subordinate court tribunal statutory body guwahati 2008 numerous experience civil criminal case case consumer forum handling good number civil well criminal matter district session judge court judge court c j court consumer forum also high court working executive legal hindustan paper corporation limited govt india enterprise nagaon paper mill since jan 2012 strength adaptability penchant adapt condition level environment accordance requirement given situation interpersonal extrovert core prefer interact people walk life varying stratum society ability quickly establish rapport others team work enjoy part group achieve combined goal role responsibility hpc ltd assisting briefing counsel matter relating nagaon paper mill cachar paper mill also nagaland pulp paper corporation ltd task legal vetting nib nit term condition etc providing legal view protect interest corporation assisting formulation drafting disciplinary matter liaisoning local body also forum,[],Advocate
95,education detail b com b university clacutta university burdwan advocate skill detail taxation matter income tax gst p tax account exprience le 1 year month filing income tax return gst return e tds air exprience le 1 year monthscompany detail company practice description 1 drafting preparation plaint account move relevant authority hear case,[],Advocate
96,education detail llb dibrugarh university advocate skill detail legal exprience le 1 year monthscompany detail company legal description advocate,[],Advocate
97,education detail november 2016 january 2019 llm master law hyderabad telangana sultan ul uloom college law september 2011 may 2016 ba llb bachelor law hyderabad telangana osmania university pg college law advocate experienced litigation recently acquired master degree law skill detail microsoft word exprience le 1 year month litigation exprience le 1 year month legal research exprience le 1 year month contract exprience le 1 year month internet savvy exprience le 1 year month drafting exprience le 1 year monthscompany detail company lrc office description working senior advocate l ravichander high court telangana experience drafting legal correspondence,[],Advocate
98,skill know english native speaker ielts overall 8 listening 8 reading 8 writing 7 speaking 8 5 hindi bilingual proficiency punjabi native speaker able communicate clearly concisely people diverse background level authority exceptional knowledge administrative procedure evidence rule trial maintain professional attitude peer co worker client time focused driven always meet deadline pretrial procedure trial appellate briefing effectively utilizing resource microsoft certified system engineer 2008 much competent window word processing software education detail july 2009 may 2012 bachelor law bikaner rajasthan maharaja ganga singh university august 2008 november 2008 microsoft certified system engineer networking chandigarh july 2005 april 2008 bachelor science bio informatics chandigarh chandigarh panjab university advocate newcomer indian advocate skill detail administration exprience 72 month legal research exprience 72 month microsoft office exprience 72 month drafting exprience 72 monthscompany detail company district court description key feature licensed advocate practice 16 aug 2012 bar council punjab haryana chandigarh admitted practice district court mansa since 18 aug 2012 successfully passed india bar examination aibe conducted bar council india bci september 2013 lead sole counsel plaintiff respondent number criminal civil trial since 2012 prepared prosecuted conclusion either trial settlement number claim case involving personal injury death case working panel district legal service authority mansa run supervision national legal service authority india former co opted member administrative committee punjab former joint secretary district bar association mansa 2017 18 job duty advice client legal right matter related law plead client case include various international company court law forum tribunal board researching legal precedent gathering evidence trial criminal injury death compensation claim others draw legal document bail petition appeal divorce contract etc negotiates settlement civil dispute act mediator conciliator local commissioner arbitrator per court order managing private practice 6 year including aspect administration management function controlling cost achieving objective related practice law,['software'],Advocate
99,qualification introduction computer extraeducation detail january 2001 january 2003 master law chennai tamil nadu dr ambedkar law university january 1998 january 2001 bachelor law chennai tamil nadu dr ambedkar law university january 1995 january 1998 bachelor english literature tirunelveli tamil nadu manonmaniam sundaranar university advocate advocate skill detail company detail company practiced description high court judicature madras india city civil court chennai debt recovery tribunal chennai consumer forum chennai labour court small cause court rent control court legal advisor christian institute management chennai 2016 legal advisor ruah church chennai nessa trust till 2018,[],Advocate
100,skill natural language proficient english hindi marathi computer skill proficient m office internet operation education detail january 2015 january 2018 llb law mumbai maharashtra mumbai university january 2015 b mumbai maharashtra k somaiya college mumbai university h c asmita girl junior college maharashtra board c vidya bhawan maharashtra board advocate llb student journalist skill detail company detail company criminal lawyer law firm description,['natural language'],Advocate
101,skill legal writing efficient researcher legal education family law criminal defence environment law litigation business legal issue banking law commercial laweducation detail january 2014 llm criminology pune maharashtra university pune january 2012 llb law pune maharashtra university pune january 2012 diploma labour law pune maharashtra university pune advocate advocate skill detail legal writing exprience 6 month litigation exprience 6 monthscompany detail company family criminal district session court description legal consultancy service co operative bank scheduled bank private bank client federal bank chinchwad pune bharat co operative bank chinchwad pune icici bank scope work finalising loan agreement mortgage agreement release deed notice intimation title deed search report drt case legal notice recovery due filing summary suit paper notice power attorney indemnity bond family law legal consultancy representation matter relating family dispute marriage divorce succession adoption etc lok adalat panel judicial member four time,"['release', 'business']",Advocate
